StartDate,EndDate,Progress,Duration..in.seconds.,Finished,RecordedDate,UserLanguage,ABBMC1,ABBMC2,AWBMC1,AWBMC2,ACBMC1,ACBMC2,ACB1,ACB2,ACB3,ACB4,ACB5,ACB6,AWB1,AWB2,AWB3,AWB4,AWB5,AWB6,AWB7,AWB8,ABB1,ABB2,ABB3,ABB4,ABB5,ABB6,CN1,CN2,CN3,CN4,CN5,CN6,RS1,RS2,RS3,RS4,RS5,RS6,CS1,CS2,CS3,CS4,CS5,CS6,CR1,CR2,CR3,CR4,CR5,CR6,RR1,RR2,RR3,RR4,Attention,RR5,MenGB,WomenGB,LGBTGB,StraightGB,MuslimGB,WhiteGB,HispanicGB,ConservGB,LibGB,BlackGB,AtheistGB,ChristGB,WealthyGB,GB_DO,MenFT,WomenFT,LGBTFT,StraightFT,MuslimFT,WhiteFT,HispanicFT,ConservFT,LibFT,BlackFT,AtheistFT,ChristFT,WealthyFT,FT_DO,SDO1,SDO2,SDO3,SDO4,genbias_1,genfeel_2,Age_1,Christian,E,F,Religion,Religiosity,US,RaceAll,RaceAll_8_TEXT,RaceOne,Politics,SO,SO_5_TEXT,G,G_5_TEXT,T,CID1,CID2,CID3,CID4,CID5,BID1,BID2,BID3,BID4,BID5,WID1,WID2,WID3,WID4,WID5,Q78,Q79,aid,FL_31_DO,FL_38_DO,FL_39_DO,Bias,Biasn,Fundamentalism,Evangelical,AntiChristian,ChristNationalism,ChristRT,AntiWhite,AntiBlack,RaceST,RaceRT,ChristST,SDO,WhiteID,ChristianID
Start Date,End Date,Progress,Duration (in seconds),Finished,Recorded Date,User Language,Which of the following did the article NOT discuss?,"According to the article, Black people perceive bias in the U.S.",Which of the following did the article NOT discuss?,"According to the article, White people perceive bias in the U.S.",Which of the following did the article NOT discuss?,"According to the article, Christians perceive bias in the U.S.",Christians are victims of prejudice in the U.S.,Christians' freedoms are restricted as a result of discrimination in the U.S.,Christians are unlikely to be victims of religious discrimination in the U.S.,Discrimination against Christians is on the rise in the U.S.,Christians do not have as many freedoms as non-Christians in the U.S.,Christians do not experience religious bias in the U.S.,White people are victims of prejudice in the U.S.,White people's freedoms are restricted as a result of discrimination in the U.S.,White people are unlikely to be victims of racial discrimination in the U.S.,Discrimination against White people is on the rise in the U.S.,White people do not have as many freedoms as non-White people in the U.S.,White people do not experience racial bias in the U.S.,The tables have turned; White people are now likely to experience discrimination,Recent efforts to achieve racial equality have disadvantaged White people,Black people are victims of prejudice in the U.S.,Black people's freedoms are restricted as a result of discrimination in the U.S.,Black people are unlikely to be victims of racial discrimination in the U.S.,Discrimination against Black people is on the rise in the U.S.,Black people do not have as many freedoms as non-Black people in the U.S.,Black people do not experience racial bias in the U.S.,The federal government should declare the United States a Christian Nation,The federal government should advocate Christian values,The federal government should allow the display of religious symbols in public spaces,The federal government should allow prayer in public schools,The success of the United States is part of God’s plan,The federal government should enforce a strict separation of church and state,I am concerned that my racial group's culture is being undermined in the U.S.,I worry about threats to the values and opinions of my racial group,My racial group's values and opinions are safe in the U.S.,I am worried that people in the U.S. don't respect what people of my racial group have to say,People of my racial group can feel safe expressing their opinions and values in the U.S.,I worry that my racial group is being unfairly censored in the U.S.,I am concerned that Christian culture is being undermined in the U.S.,I worry about threats to my religious values,Christian values are safe in the U.S.,I am worried that people in the U.S. don't respect Christian values,I feel safe expressing Christian values in the U.S.,I worry that Christian morality is under threat in the U.S.,I am concerned about Christians' livelihood in the U.S.,I worry about Christians' physical safety in the U.S.,I feel confident about Christians' economic prospects in the U.S.,I worry that Christian businesses and organizations in the U.S. who stick by their values will face negative repercussions,I worry that certain job options will be blocked to Christians who refuse to compromise their morals,I am concerned that Christian businesses will be boycotted for staying true to their values,I am concerned about my racial group's livelihood in the U.S.,I worry about my racial group's physical safety in the U.S.,I feel confident about my racial group's economic prospects in the U.S.,"I worry that businesses and organizations with ""too many"" members of my racial group will face negative repercussions",Please select 5 to indicate you are paying attention,I worry that people of my racial group will have difficulties getting hired in the future,To what extent do the following groups face bias and discrimination in the United States? - Men,To what extent do the following groups face bias and discrimination in the United States? - Women,To what extent do the following groups face bias and discrimination in the United States? - LGBT people,To what extent do the following groups face bias and discrimination in the United States? - Straight/heterosexual people,To what extent do the following groups face bias and discrimination in the United States? - Muslims,To what extent do the following groups face bias and discrimination in the United States? - White people,To what extent do the following groups face bias and discrimination in the United States? - Hispanic people,To what extent do the following groups face bias and discrimination in the United States? - Conservatives,To what extent do the following groups face bias and discrimination in the United States? - Liberals,To what extent do the following groups face bias and discrimination in the United States? - Black people,To what extent do the following groups face bias and discrimination in the United States? - Atheists,To what extent do the following groups face bias and discrimination in the United States? - Christians,To what extent do the following groups face bias and discrimination in the United States? - Wealthy people,To what extent do the following groups face bias and discrimination in the United States? - Display Order,Please indicate how warm or cold you feel towards the following groups: - Men,Please indicate how warm or cold you feel towards the following groups: - Women,Please indicate how warm or cold you feel towards the following groups: - LGBT people,Please indicate how warm or cold you feel towards the following groups: - Straight/heterosexual people,Please indicate how warm or cold you feel towards the following groups: - Muslims,Please indicate how warm or cold you feel towards the following groups: - White people,Please indicate how warm or cold you feel towards the following groups: - Hispanic people,Please indicate how warm or cold you feel towards the following groups: - Conservatives,Please indicate how warm or cold you feel towards the following groups: - Liberals,Please indicate how warm or cold you feel towards the following groups: - Black people,Please indicate how warm or cold you feel towards the following groups: - Atheists,Please indicate how warm or cold you feel towards the following groups: - Christians,Please indicate how warm or cold you feel towards the following groups: - Wealthy people,Please indicate how warm or cold you feel towards the following groups: - Display Order,"In setting priorities, we must consider all groups",We should not push for group equality,Group equality should be our ideal,Superior groups should dominate inferior groups,To what extent do most groups in the U.S. face bias and discrimination? - Most groups in America,Please indicate how warm or cold you usually feel toward people in general - People in general,What is your Age? - Age,Do you think of yourself as a Christian?,"Would you describe yourself as ""born-again"" and/or an evangelical Christian?",Do you consider yourself a fundamentalist Christian (a fundamentalist Christian is someone who believes in the literal truth of the Bible)?,"What is your present religion, if any?",How religious are you?,Do you currently live in the United States?,What is your race/ethnicity? (Check all that apply) - Selected Choice,What is your race/ethnicity? (Check all that apply) - Other (please specify) - Text,Which of the following best describes you?,"In general, do you think of yourself as ____________?",How do you identify in terms of sexual orienation? - Selected Choice,How do you identify in terms of sexual orienation? - Prefer to self-describe - Text,What most closely describes your gender identity? - Selected Choice,What most closely describes your gender identity? - Not listed - Text,Are you transgender?,My religion is an important reflection of who I am,"In general, my religion is an important part of my self-image",My religion has little to do with how I feel about myself,My religion is unimportant to my sense of what kind of person I am,My destiny is tied to the destiny of other Christians,Being Black is an important reflection of who I am,"In general, being Black is an important part of my self-image","Overall, being Black has very little to do with how I feel about myself",Being Black is unimportant to my sense of what kind of person I am,My destiny is tied to the destiny of other Black people,Being White is an important reflection of who I am,"In general, being White is an important part of my self-image","Overall, being White has very little to do with how I feel about myself",Being White is unimportant to my sense of what kind of person I am,My destiny is tied to the destiny of other White people,What do you think the study was about?,Have you completed a study similar to this one previously?,aid,FL_31 - Block Randomizer - Display Order,FL_38 - Block Randomizer - Display Order,FL_39 - Block Randomizer - Display Order,,,,,,,,,,,,,,,
12/9/21 4:34,12/9/21 4:46,100,710,1,12/9/21 4:46,EN,NA,NA,NA,NA,4,1,7,7,1,7,1,1,7,7,1,7,1,1,7,7,7,7,1,7,7,1,1,7,7,7,7,7,1,7,4,7,1,7,7,7,1,7,4,7,1,7,7,7,7,7,7,7,1,4,5,1,100,100,100,100,100,99,100,100,100,100,100,100,100,3|11|6|5|8|4|1|9|2|10|7|12|13,100,100,100,100,100,100,100,100,100,100,100,100,100,7|13|6|1|4|11|8|12|9|3|10|2|5,7,1,7,1,97,95,49,1,2,1,1,4,1,5,NA,5,4,1,NA,0,NA,2,7,7,1,1,4,NA,NA,NA,NA,NA,5,4,7,7,1,Bias racism in the u.s.,2,61b1e93c-bf93-ec0e-5e67-71b40b96ad51,FL_34,AWB|ACB,RacialRealistic|ChristianSymbolic|ChristianRealistic|RacialSymbolic,Christian,1,Yes,No,6,6,6,6.25,7,5.5,5.2,6.5,7,2.4,6.4
12/9/21 4:49,12/9/21 4:59,100,598,1,12/9/21 4:59,EN,NA,NA,NA,NA,NA,NA,6,7,1,7,5,1,1,5,5,4,4,4,4,3,7,6,6,7,6,1,7,7,6,7,7,1,3,7,2,1,6,6,7,7,2,7,7,7,4,5,6,5,5,2,7,7,5,3,5,4,40,65,61,27,71,68,11,75,78,62,100,59,65,11|12|5|9|3|4|6|1|13|7|8|10|2,97,90,81,59,79,76,83,76,83,78,62,62,83,10|2|1|13|9|8|7|11|5|4|3|12|6,7,1,3,1,88,82,41,1,1,1,14,7,1,5,NA,5,6,1,NA,0,NA,2,7,7,2,2,1,NA,NA,NA,NA,NA,7,7,1,7,1,I think it has something to do with economics and picking.,2,61b1ecf7-5eba-5a01-1411-351d865fb704,FL_35,ACB|AWB,RacialSymbolic|ChristianSymbolic|RacialRealistic|ChristianRealistic,None,0,Yes,Yes,6.5,5.833333333,4.5,3.5,5.833333333,4.166666667,4.8,5.833333333,6,4.6,5.4
12/9/21 4:41,12/9/21 4:59,100,1073,1,12/9/21 4:59,EN,4,1,NA,NA,NA,NA,4,4,5,6,6,6,6,5,6,5,5,4,4,4,6,6,6,7,6,7,6,6,6,7,6,6,6,6,6,6,6,7,6,7,6,6,6,5,7,7,6,6,7,7,6,7,6,6,5,5,51,40,55,26,52,28,53,22,88,76,49,48,55,10|11|7|12|3|13|9|5|2|6|4|8|1,46,57,44,38,49,52,57,45,43,50,62,41,53,7|6|1|11|8|13|2|10|9|12|4|5|3,7,7,6,6,55,67,41,1,1,1,2,4,1,5,NA,5,1,1,NA,1,NA,2,7,6,7,6,6,NA,NA,NA,NA,NA,7,7,6,6,7,It was cool,2,61b1ea6b-902a-0b2a-e415-2de85e6d90f1,FL_37,ACB|AWB,RacialSymbolic|RacialRealistic|ChristianSymbolic|ChristianRealistic,Black,3,Yes,Yes,4.166666667,6.166666667,6.666666667,4.375,4.666666667,4.833333333,5.2,4.666666667,4,5,4.4
12/9/21 4:51,12/9/21 5:02,100,662,1,12/9/21 5:02,EN,NA,NA,NA,NA,NA,NA,3,3,5,2,2,5,2,2,6,2,2,6,6,2,3,2,6,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,5,4,7,16,41,38,8,10,44,23,7,40,2,12,25,11|4|6|13|3|12|9|5|1|2|8|10|7,25,100,47,48,16,99,16,83,16,82,0,100,60,7|8|2|9|1|6|11|5|10|4|3|13|12,6,6,6,6,39,41,36,1,1,1,2,5,1,5,NA,5,7,1,NA,1,NA,2,5,5,2,2,5,NA,NA,NA,NA,NA,5,5,5,5,4,GOOD,2,61b1ed63-3263-5245-ac5a-ec12386c8110,FL_35,ACB|AWB,RacialSymbolic|ChristianRealistic|ChristianSymbolic|RacialRealistic,None,0,Yes,Yes,2.666666667,5,3.666666667,2.5,3.166666667,4,4,4,4,4,5.4
12/9/21 4:52,12/9/21 5:04,100,680,1,12/9/21 5:04,EN,NA,NA,NA,NA,4,1,7,7,1,7,6,1,7,5,1,7,5,1,7,7,6,3,3,4,1,1,3,3,7,7,5,7,7,7,1,7,3,7,6,6,2,6,4,7,6,4,6,4,1,4,4,5,6,5,5,4,95,45,71,73,96,81,82,91,28,61,17,94,87,2|6|11|3|10|5|12|7|1|13|4|9|8,87,78,82,91,64,86,84,90,49,93,83,88,86,5|9|2|1|4|8|11|3|7|6|12|13|10,1,7,1,1,54,90,40,1,2,2,1,5,1,5,NA,5,5,1,NA,1,NA,2,4,4,4,4,4,NA,NA,NA,NA,NA,2,2,6,6,2,How one feels about racism in America today,2,61b1ed8d-f6ee-e81f-2471-fe2e0057c7f2,FL_34,AWB|ACB,RacialSymbolic|ChristianRealistic|RacialRealistic|ChristianSymbolic,Christian,1,No,No,6.833333333,5.333333333,4.166666667,6.5,4.333333333,6.666666667,4,5.833333333,2.5,2,4
12/9/21 4:49,12/9/21 5:07,100,1052,1,12/9/21 5:07,EN,NA,NA,NA,NA,4,1,7,7,7,7,7,1,6,6,2,5,3,3,2,2,5,5,2,2,4,2,7,7,7,7,7,6,4,4,3,4,3,3,7,7,2,7,2,6,7,7,3,6,6,6,4,4,4,4,5,4,70,70,70,70,100,70,71,100,35,70,35,75,70,4|13|12|3|1|2|6|5|8|7|10|9|11,50,100,50,100,50,40,50,100,50,50,50,100,50,4|8|5|9|12|2|13|3|10|1|7|11|6,7,1,7,1,60,90,75,1,1,1,1,5,1,5,NA,5,6,1,NA,1,NA,2,6,6,2,6,6,NA,NA,NA,NA,NA,6,6,5,5,6,About bias and dislike of religion of all people in America,2,61b1ecd3-89ad-8581-876d-20f93d161137,FL_34,AWB|ACB,RacialRealistic|ChristianRealistic|RacialSymbolic|ChristianSymbolic,Christian,1,Yes,Yes,6,6.833333333,5.833333333,4.375,4.666666667,4.166666667,4,6.5,7,4.8,5.2
12/9/21 5:06,12/9/21 5:23,100,1035,1,12/9/21 5:23,EN,NA,NA,4,1,NA,NA,5,5,2,5,4,2,7,7,1,7,5,2,7,7,3,3,3,2,2,5,4,4,4,4,4,5,6,5,2,5,1,5,5,4,3,5,4,5,4,4,3,6,6,6,4,5,2,7,5,7,100,3,83,38,80,100,64,96,2,21,19,77,2,7|5|3|4|8|10|9|6|1|12|11|13|2,54,67,39,76,53,77,62,72,3,51,55,75,25,2|1|6|11|3|10|4|5|8|12|9|13|7,5,4,4,1,72,64,50,1,2,2,2,3,1,5,NA,5,5,1,NA,1,NA,2,3,3,5,5,3,NA,NA,NA,NA,NA,5,4,6,5,5,I think all white males over 35 are being discriminated against,2,61b1f0f5-be74-c1d7-4e4d-a390c87da657,FL_36,ACB|AWB,RacialSymbolic|RacialRealistic|ChristianRealistic|ChristianSymbolic,White,2,No,No,5.166666667,4.166666667,4.833333333,6.625,3,5.666666667,5.8,4.666666667,5,3.8,3
12/9/21 5:20,12/9/21 5:28,100,455,1,12/9/21 5:28,EN,4,1,NA,NA,NA,NA,7,7,1,7,7,1,1,1,7,1,1,7,1,2,7,7,1,7,7,1,7,7,7,7,7,1,7,7,7,7,6,7,7,7,1,7,1,7,7,7,7,7,7,7,7,7,7,7,5,6,11,7,87,11,3,8,49,12,6,100,57,75,10,6|4|5|10|8|1|2|13|7|11|12|9|3,100,100,73,100,72,86,100,79,77,95,8,100,100,11|13|7|12|2|3|1|8|10|5|9|6|4,7,1,7,7,100,100,44,1,1,1,1,7,1,5,NA,5,1,1,NA,1,NA,2,7,7,1,1,1,NA,NA,NA,NA,NA,7,6,2,3,1,Racism in the US,2,61b1f411-2392-5313-acd5-e144cde64028,FL_37,ACB|AWB,ChristianRealistic|RacialSymbolic|ChristianSymbolic|RacialRealistic,Black,3,Yes,Yes,7,6,7,1.125,7,5.166666667,5.6,7,5.5,5,5.8
12/9/21 5:08,12/9/21 5:30,100,1355,1,12/9/21 5:30,EN,4,1,NA,NA,NA,NA,1,1,7,1,1,7,1,1,7,1,1,7,1,1,7,7,1,5,7,1,1,1,1,7,1,7,1,1,7,1,7,1,5,1,7,1,5,4,1,1,5,1,1,1,1,1,7,1,5,1,47,75,7,5,22,20,39,61,62,71,54,20,7,7|11|4|5|10|1|2|3|13|6|12|8|9,56,82,20,100,16,37,51,32,NA,100,15,40,13,10|3|12|4|13|6|9|5|1|2|8|11|7,7,1,7,1,49,100,79,1,2,2,1,4,1,5,NA,5,4,1,NA,1,NA,2,3,1,7,7,1,NA,NA,NA,NA,NA,3,1,7,7,1,"Consideration of different races, cultures and bias's in America.",2,61b1f0e2-bc51-8173-26f7-7479b03ffc09,FL_37,ACB|AWB,ChristianSymbolic|RacialRealistic|RacialSymbolic|ChristianRealistic,Black,3,No,No,1,3,1.666666667,1,6.666666667,1,1,2.5,7,1.4,1.4
12/9/21 5:26,12/9/21 5:32,100,370,1,12/9/21 5:32,EN,NA,NA,NA,NA,4,1,5,7,5,6,4,6,7,5,6,4,6,6,3,5,4,7,6,5,5,7,5,6,5,4,5,7,5,5,6,7,3,7,5,5,6,6,5,7,4,2,4,7,5,3,3,5,7,2,5,6,55,51,88,89,43,56,47,53,45,39,45,53,88,1|7|9|13|11|2|3|10|6|4|12|5|8,48,61,44,63,49,87,68,61,42,56,44,53,58,4|7|8|3|9|6|5|11|1|2|12|13|10,6,4,5,4,85,70,34,1,1,1,1,6,1,5,NA,5,7,1,NA,0,NA,2,4,6,5,7,7,NA,NA,NA,NA,NA,7,6,4,6,6,Try to get a hold of the,1,61b1f580-dcba-61c9-8006-1a78d109bcb2,FL_34,ACB|AWB,ChristianSymbolic|RacialSymbolic|RacialRealistic|ChristianRealistic,Christian,1,Yes,Yes,4.5,5.333333333,4.166666667,4.25,4,5.166666667,3.4,4.666666667,4.75,5,4.2
12/9/21 5:24,12/9/21 5:33,100,531,1,12/9/21 5:33,EN,NA,NA,NA,NA,4,1,6,6,2,7,2,2,7,7,7,7,7,1,7,7,2,2,2,3,1,2,1,7,7,7,7,7,7,7,6,6,7,6,7,7,6,6,6,6,6,6,7,6,6,6,6,6,6,6,5,6,100,100,9,100,0,100,100,100,3,100,4,100,100,6|4|7|13|2|8|12|9|1|10|11|5|3,100,100,100,100,100,100,100,100,100,100,100,100,100,6|1|3|8|7|4|9|11|10|2|13|5|12,7,7,7,1,85,100,50,1,2,2,1,6,1,5,NA,5,7,1,NA,1,NA,2,7,7,1,1,7,NA,NA,NA,NA,NA,7,7,1,1,1,The world is going backwards,2,61b1f546-87e1-0188-c265-9cd44166f372,FL_34,ACB|AWB,ChristianRealistic|ChristianSymbolic|RacialSymbolic|RacialRealistic,Christian,1,No,No,5.5,6,6.166666667,6.25,3.333333333,4.833333333,5.2,5,5.5,5.8,7
12/9/21 5:21,12/9/21 5:36,100,912,1,12/9/21 5:36,EN,NA,NA,NA,NA,4,1,1,1,1,1,2,2,2,2,5,6,3,5,3,3,4,4,2,4,3,1,7,7,7,7,7,7,5,5,2,2,5,2,7,7,2,5,2,7,6,6,3,6,7,7,7,6,4,2,5,2,0,66,68,65,89,0,92,49,60,92,73,94,0,8|12|7|5|3|1|6|2|9|4|10|13|11,100,100,0,0,0,100,100,100,47,100,0,100,100,8|6|1|4|7|12|11|2|5|3|9|10|13,7,1,2,1,46,100,40,1,1,1,2,6,1,5,NA,5,4,1,NA,1,NA,2,7,7,5,2,7,NA,NA,NA,NA,NA,2,2,2,6,6,Religious discrimination,2,61b1f43b-3eca-ef55-049d-e1bd7ff54b88,FL_34,AWB|ACB,RacialRealistic|ChristianSymbolic|RacialSymbolic|ChristianRealistic,Christian,1,Yes,Yes,3,7,5.833333333,3.125,4.666666667,3.833333333,4.2,6.333333333,5.75,3.6,6
12/9/21 5:38,12/9/21 5:48,100,580,1,12/9/21 5:48,EN,4,1,NA,NA,NA,NA,3,3,3,4,2,3,3,3,2,2,2,2,2,2,3,3,3,2,2,3,4,4,6,7,7,2,5,5,5,4,4,4,7,5,3,6,5,7,3,3,3,6,7,6,2,3,3,4,5,3,5,34,4,28,16,15,28,46,3,29,7,33,5,1|13|11|6|8|10|5|9|12|3|2|4|7,99,100,38,100,30,100,100,100,55,100,32,100,70,2|5|8|1|13|3|11|4|10|6|9|7|12,4,4,4,1,29,100,62,1,1,1,1,6,1,5,NA,5,6,1,NA,1,NA,2,7,7,1,1,6,NA,NA,NA,NA,NA,2,2,2,2,2,Examining perceptions of bias,2,61b1f881-10a8-10f0-8eb3-678d0ce29370,FL_37,ACB|AWB,ChristianSymbolic|RacialRealistic|RacialSymbolic|ChristianRealistic,Black,3,Yes,Yes,3.666666667,5,4.666666667,3.25,3.333333333,4.166666667,3.4,5.5,4.75,3.6,6.8
12/9/21 5:34,12/9/21 5:48,100,841,1,12/9/21 5:48,EN,NA,NA,NA,NA,NA,NA,3,5,3,3,2,5,3,2,3,3,2,5,3,2,6,6,3,6,5,2,1,4,5,5,4,6,4,3,5,4,5,4,3,3,5,4,5,4,4,4,4,3,3,5,4,4,4,4,5,4,23,93,81,27,99,8,54,27,75,90,53,32,8,3|12|11|6|2|1|13|7|9|4|8|10|5,57,52,58,63,57,52,59,45,62,58,52,74,32,6|2|13|11|5|8|4|1|10|7|12|9|3,6,3,6,2,50,82,71,1,2,2,2,3,1,5,NA,5,4,1,NA,1,NA,2,3,3,5,5,4,NA,NA,NA,NA,NA,3,3,5,6,3,Ethnic equality,2,61b1f766-1965-2feb-d65b-09af34b5b5ff,FL_35,ACB|AWB,ChristianRealistic|RacialRealistic|ChristianSymbolic|RacialSymbolic,None,0,No,No,3.5,4.166666667,3.833333333,2.875,5.666666667,3.5,4,3.333333333,5.75,2.8,3.2
12/9/21 5:40,12/9/21 5:49,100,553,1,12/9/21 5:49,EN,NA,NA,NA,NA,NA,NA,6,6,6,6,5,2,5,5,6,5,4,2,6,5,3,3,2,2,2,2,7,7,7,7,7,7,6,5,2,3,2,2,7,7,1,5,3,6,7,6,2,6,6,6,6,6,5,6,5,5,33,55,33,73,36,69,24,8,23,28,13,NA,75,8|7|9|5|11|1|6|2|10|12|4|3|13,72,NA,21,64,43,66,82,66,60,60,39,94,81,13|5|3|8|1|9|4|6|10|11|2|12|7,6,6,6,1,51,86,70,1,1,1,1,6,1,5,NA,5,6,1,NA,1,NA,2,6,6,1,1,7,NA,NA,NA,NA,NA,5,5,2,2,5,"Good study, an eye opener!!",2,61b1f8bd-db46-84bb-e614-3e4bfa531d8b,FL_35,AWB|ACB,ChristianRealistic|RacialSymbolic|ChristianSymbolic|RacialRealistic,None,0,Yes,Yes,5.166666667,7,5.5,4.75,3.666666667,4.666666667,5.2,6.166666667,5.25,5.4,6.6
12/9/21 5:29,12/9/21 5:51,100,1359,1,12/9/21 5:51,EN,NA,NA,NA,NA,4,1,4,2,4,4,3,3,3,4,4,5,3,2,3,4,6,5,3,7,6,2,1,5,4,6,7,2,3,3,3,4,3,3,4,4,7,6,7,4,4,4,4,4,3,4,4,5,3,4,5,4,60,12,3,0,35,10,30,25,20,75,10,10,20,10|11|4|6|13|12|3|7|2|1|5|8|9,100,50,0,100,50,50,50,25,80,50,0,100,35,5|6|2|4|7|13|3|12|10|1|8|11|9,7,4,7,1,70,70,29,1,1,1,2,6,1,5,NA,5,2,1,NA,1,NA,2,7,7,1,1,5,NA,NA,NA,NA,NA,4,4,4,4,4,Rece and religious groups in USA,2,61b1f615-c14d-ec94-8e8e-050646312d01,FL_34,AWB|ACB,ChristianSymbolic|ChristianRealistic|RacialRealistic|RacialSymbolic,Christian,1,Yes,Yes,3.666666667,4.166666667,3.833333333,4,5.833333333,3.833333333,4.4,3.333333333,6.25,4,6.6
12/9/21 5:20,12/9/21 5:52,100,1919,1,12/9/21 5:52,EN,NA,NA,NA,NA,NA,NA,6,6,2,7,5,2,6,6,2,7,5,2,6,6,4,2,3,2,2,3,5,7,7,7,4,7,5,5,3,5,3,5,6,6,3,6,5,6,4,4,5,5,5,5,5,6,5,4,5,3,15,15,31,0,50,30,15,70,15,50,15,60,60,8|1|3|13|12|4|9|6|7|5|10|11|2,95,90,10,90,70,85,90,95,30,70,NA,85,70,8|3|11|1|10|13|12|6|2|9|4|7|5,6,3,6,3,30,70,58,1,1,1,1,6,1,5,NA,5,6,1,NA,0,NA,2,7,7,1,1,4,NA,NA,NA,NA,NA,3,3,4,5,4,Very self-relective,2,61b1f3d0-ebd3-be54-bf6b-307e06fbbd5a,FL_35,ACB|AWB,RacialRealistic|ChristianRealistic|ChristianSymbolic|RacialSymbolic,None,0,Yes,Yes,6,6.166666667,4.666666667,6,3.333333333,5,4.2,5.333333333,5.5,3.4,6.4
12/9/21 5:46,12/9/21 5:55,100,537,1,12/9/21 5:55,EN,NA,NA,NA,NA,NA,NA,3,4,3,3,4,4,3,4,3,5,4,3,5,5,3,5,5,3,4,4,3,3,4,5,3,3,3,4,4,4,3,4,4,4,4,4,5,4,3,5,4,5,3,4,3,5,4,4,5,5,35,48,23,51,48,50,44,36,59,49,52,50,49,3|4|7|6|2|12|1|8|11|13|5|9|10,50,64,43,59,27,62,46,53,37,60,29,57,47,6|11|8|13|12|10|2|3|5|9|7|1|4,4,5,6,5,51,65,47,1,1,1,1,5,1,5,NA,5,4,1,NA,0,NA,2,4,5,2,3,4,NA,NA,NA,NA,NA,4,4,1,2,2,Discrimination,2,61b1f9e9-b3b0-e69c-85af-a19f4e93dd4e,FL_35,ACB|AWB,ChristianSymbolic|ChristianRealistic|RacialRealistic|RacialSymbolic,None,0,Yes,Yes,3.833333333,3.5,4,4.5,3.666666667,4,4.2,3.833333333,4,4.6,4.8
12/9/21 5:54,12/9/21 6:06,100,734,1,12/9/21 6:06,EN,NA,NA,NA,NA,NA,NA,5,5,2,7,5,2,6,6,2,7,6,2,7,6,2,2,3,1,2,2,7,7,7,5,6,7,6,7,2,5,2,6,6,6,2,6,4,6,6,6,3,7,6,7,6,6,2,5,5,4,75,50,15,60,15,70,50,75,30,50,40,60,10,11|10|4|9|13|12|6|1|8|2|5|3|7,50,50,20,80,10,50,50,50,20,50,40,75,50,13|7|9|5|6|4|2|12|11|8|1|10|3,7,4,4,2,40,40,73,1,2,2,1,6,1,5,NA,5,4,1,NA,1,NA,2,5,5,5,3,4,NA,NA,NA,NA,NA,5,5,4,1,4,interesting,2,61b1fbd7-2160-09b5-52cb-ee89895b24ad,FL_35,ACB|AWB,ChristianSymbolic|ChristianRealistic|RacialRealistic|RacialSymbolic,None,0,No,No,5.666666667,6.5,5.833333333,6.25,3,6,5.4,5.666666667,5.25,5,4.4
12/9/21 5:55,12/9/21 6:07,100,762,1,12/9/21 6:07,EN,4,1,NA,NA,NA,NA,7,7,7,7,7,1,7,7,1,7,7,1,7,7,1,1,1,1,1,7,1,7,7,7,7,7,7,7,1,7,1,7,7,7,1,7,1,7,7,7,1,7,7,7,7,7,1,7,5,7,100,0,0,100,0,100,0,100,0,0,0,0,100,7|1|13|3|5|8|2|11|6|12|9|10|4,100,100,0,100,0,100,0,100,0,0,0,100,100,9|13|6|7|2|3|5|12|10|1|11|8|4,1,7,1,7,0,0,76,1,2,2,1,2,1,5,NA,5,4,1,NA,1,NA,2,4,3,2,3,1,NA,NA,NA,NA,NA,7,7,7,7,7,pandering to the Afros and corresponding backlash,2,61b1fc60-bdf7-2fe3-5a1a-14ce852c8699,FL_37,AWB|ACB,RacialSymbolic|ChristianSymbolic|ChristianRealistic|RacialRealistic,Black,3,No,No,6,6,6,7,2,7,7,7,1,4.6,3.8
12/9/21 5:51,12/9/21 6:08,100,1022,1,12/9/21 6:08,EN,NA,NA,NA,NA,4,1,7,7,1,7,7,1,6,7,2,6,4,3,7,6,5,5,3,4,3,4,5,6,7,7,7,6,4,5,3,6,3,6,7,7,1,6,2,7,7,7,5,7,7,7,5,5,4,5,5,5,82,52,5,40,7,73,64,75,39,56,3,80,6,5|7|4|3|2|6|10|13|8|12|9|1|11,100,100,53,100,55,100,94,100,61,100,57,100,95,12|7|1|4|2|6|9|8|10|5|11|13|3,7,4,4,1,51,87,74,1,1,1,1,7,1,5,NA,5,6,1,NA,1,NA,2,7,7,1,1,7,NA,NA,NA,NA,NA,4,4,7,7,2,Discrimination toward different people in America especially people of faith,2,61b1fb4f-d93d-74dc-a224-c1137a66919e,FL_34,AWB|ACB,ChristianRealistic|ChristianSymbolic|RacialSymbolic|RacialRealistic,Christian,1,Yes,Yes,7,6.333333333,6.666666667,5.875,4.333333333,5.166666667,4.8,6.666666667,5.5,2.4,7
